11375	[11373, 11375, 39872, 39874, 39884]
82648	[11761, 35764, 82648, 112372, 416648]
12275	[12275, 12277, 111738, 111739, 111741]
13426	[13426, 281429, 831734, 2273673, 3847903]
15759	[15759, 121888, 121892, 166066, 311111]
282560	[16399, 26655, 219478, 234749, 282560]
19552	[19552, 130556, 130560, 175455, 2779713]
123414	[22113, 123414, 366871, 366883, 366901]
23145	[23145, 23147, 46830, 373364, 527675]
327274	[23156, 35849, 47564, 327274, 2149708]
595728	[23188, 23189, 23190, 23191, 595728]
106201	[25673, 25674, 106201, 106263, 110564]
25868	[25866, 25867, 25868, 890019, 1816684]
27291	[27287, 27291, 27300, 27303, 27306, 37519, 335591]
37309	[29431, 37309, 37561, 55594, 246456]
29815	[29814, 29815, 1087009, 1541308, 2056503]
46231	[31532, 31534, 46231, 46232, 169116]
458691	[32055, 32056, 32057, 458691, 959753, 1666432]
384455	[32131, 384455, 574531, 653062, 864512]
359510	[33373, 226009, 248767, 359510, 2037883, 4124465]
35238	[35238, 102886, 102888, 102893, 102896]
43465	[35480, 43465, 186267, 186278, 690263]
595620	[41329, 41330, 41331, 41334, 595620]
41431	[41431, 68398, 311059, 573520, 573521]
246966	[46550, 121450, 140280, 246966, 894228]
100584	[67331, 85917, 100584, 110133, 313432]
70802	[70802, 166817, 166818, 166819, 315069]
185687	[71720, 82644, 185687, 536267, 668459]
73363	[73363, 285902, 289538, 1768295, 4144017]
79947	[79895, 79947, 82836, 837308, 2961796]
86118	[86118, 102454, 134504, 288682, 385081]
94526	[94526, 98476, 105189, 1689360, 2749491]
121149	[100404, 121149, 146565, 146582, 146583, 248699]
413942	[100517, 413929, 413930, 413942, 1487270]
100924	[100924, 100935, 101070, 211769, 211775]
102909	[102909, 103080, 103096, 379545, 379553]
108231	[108231, 318744, 346320, 642872, 852877]
244261	[110160, 244261, 600989, 859504, 936125]
160272	[112158, 160269, 160272, 160274, 351292]
403716	[113179, 227621, 326080, 326082, 403716]
886558	[122437, 125385, 886558, 1162538, 4943713]
327595	[124121, 124123, 327595, 327599, 528643]
143112	[132119, 132120, 143112, 143115, 143116]
582849	[135164, 251443, 582849, 854639, 924550]
278424	[139442, 164372, 278424, 390106, 651545]
216127	[140824, 216127, 316868, 316871, 932163]
141041	[141041, 162336, 219636, 512458, 939947]
2822816	[153889, 153920, 153921, 177679, 2822816]
155232	[155230, 155232, 724866, 725040, 725182]
810811	[158554, 158555, 158556, 158557, 810811]
446489	[162995, 163297, 446489, 683784, 1535626]
270138	[170070, 265580, 270138, 1068154, 1068552]
1137625	[170814, 189883, 546551, 1137625, 2754590]
317634	[177515, 317634, 384550, 898297, 924200]
186114	[186114, 187768, 187778, 188599, 192891]
188331	[188324, 188331, 754133, 935540, 1010973]
196037	[195931, 196037, 196047, 196049, 196051]
2728918	[197344, 197353, 1545417, 2354978, 2728918]
1182817	[199151, 199152, 199153, 200413, 1182817]
732513	[199704, 199705, 242532, 308114, 732513]
208086	[208086, 208089, 208092, 208238, 208242]
792154	[212070, 212073, 212095, 792154, 824614]
5038298	[220404, 633772, 633773, 1265855, 5038298]
4016075	[246593, 246594, 246598, 246599, 4016075]
247141	[247141, 247870, 453692, 460992, 493141]
447003	[247875, 247877, 447003, 481522, 497149]
4462559	[252560, 489357, 2381396, 2513572, 4462559]
263546	[263546, 1862169, 1948266, 1948809, 4839339]
264930	[264255, 264930, 275662, 275675, 275682]
355280	[275582, 341244, 348233, 355280, 1493398]
4933567	[360404, 4933567, 4935113, 4948716, 4950074]
435040	[372452, 435040, 435770, 435778, 1332183]
379592	[377413, 377437, 379592, 1842947, 2789454]
398800	[383597, 383600, 398800, 398804, 2745896]
485528	[417904, 457855, 485528, 509558, 1085155]
496954	[496954, 499613, 506197, 1535100, 2968768]
520305	[520172, 520305, 520359, 524290, 524439]
4425887	[524468, 593453, 593463, 593473, 4425887]
543373	[525779, 543373, 543393, 543416, 544570]
1175950	[548025, 1175950, 2470708, 2470885, 2739936]
4328815	[564778, 564828, 565883, 565889, 4328815]
2300115	[583373, 583376, 603824, 1257272, 2300115]
587796	[587796, 730797, 1035963, 1082553, 3985440]
604940	[604940, 604955, 605000, 605650, 759716, 1867457, 2858560]
785974	[756207, 775655, 785974, 786645, 790829]
4338887	[766067, 1494210, 4338887, 4541296, 4541340]
2015455	[767251, 767253, 767254, 1679422, 2015455]
791433	[791431, 791432, 791433, 791482, 791494]
2757857	[833134, 877501, 877503, 898092, 2757857]
4271577	[893013, 2174315, 2174321, 2174322, 4271577]
4022449	[898341, 899870, 899872, 899903, 4022449]
916559	[916559, 1238238, 2132537, 2358189, 4028787]
919779	[919772, 919779, 919793, 919797, 919805]
1560987	[921304, 921308, 1560987, 1587145, 1588952]
923080	[923080, 1127003, 1238939, 1343355, 4729310]
983132	[981980, 983059, 983083, 983132, 983737]
983427	[983427, 1227724, 1227872, 1228397, 1228452]
1003836	[1003836, 1004412, 1007318, 1008482, 1011438]
4106350	[1009162, 4106342, 4106350, 4106351, 4106352]
1987624	[1108178, 1108179, 1108180, 1108181, 1987624]
1139238	[1139238, 3975509, 3975511, 3975513, 3975521]
3806993	[1206323, 1206326, 1206329, 1206331, 3806993]
4428061	[1246295, 1327561, 1327562, 1418127, 4428061]
4366953	[1331088, 1331092, 1331093, 1331094, 4366953]
2752724	[1353674, 1353676, 1354227, 1355186, 2752724]
1355042	[1355042, 1531675, 2731680, 2731830, 2810529]
1355248	[1355239, 1355248, 1355403, 1355405, 1355408]
1355699	[1355593, 1355699, 1356159, 1356848, 1440224]
1487453	[1423353, 1487453, 3761235, 3835077, 3835283]
2803021	[1437884, 1440904, 2798129, 2799427, 2803021]
4385726	[1638666, 1948352, 2357276, 4385726, 4796456]
1654387	[1654384, 1654387, 1654390, 1654425, 1655372]
4368741	[1678560, 1678561, 1678563, 2513581, 4368741]
4580065	[1736629, 4399400, 4580065, 4580480, 4580487]
2857321	[1770500, 1770502, 1770504, 1772670, 2857321]
2515210	[1776515, 1776517, 1776520, 1776521, 2515210]
1783642	[1783642, 2325677, 2325678, 2325679, 2325680]
1893696	[1784205, 1893696, 3730180, 3730181, 3730182]
1867833	[1867833, 1867835, 1867848, 1867851, 1868192]
1955713	[1955713, 2372733, 2743052, 3996660, 3998675]
2106535	[2099759, 2105302, 2106535, 2107074, 2107765]
2288998	[2288996, 2288998, 2288999, 2290241, 2290275]
4105907	[2312155, 2313932, 2320916, 2321041, 4105907]
2315071	[2313436, 2313626, 2313669, 2313811, 2315071]
4106054	[2327595, 2411719, 2464778, 2464787, 4106054]
2569100	[2569100, 2719243, 2719247, 2752880, 2873181, 2873192]
2573234	[2573186, 2573200, 2573201, 2573215, 2573234]
2573670	[2573534, 2573563, 2573588, 2573597, 2573670]
2875046	[2862182, 2874965, 2875046, 2875048, 2875111]
2900996	[2900996, 2907146, 2907147, 2907148, 2907149]
3050222	[3050165, 3050185, 3050222, 3050223, 3050224, 3050963]
4800645	[3166448, 3166453, 3166467, 3166490, 4800645]
3279621	[3216941, 3216942, 3216944, 3216995, 3279621]
3597441	[3571439, 3571440, 3571441, 3571442, 3597441]
3597563	[3573050, 3573051, 3573052, 3573053, 3597563]
3597593	[3573318, 3573319, 3573320, 3573321, 3597593]
3597618	[3573517, 3573518, 3573519, 3573520, 3597618]
3597624	[3573549, 3573550, 3573551, 3573552, 3597624]
3597628	[3573582, 3573583, 3573584, 3573585, 3597628]
3597641	[3573690, 3573691, 3573692, 3573693, 3597641]
3597654	[3573743, 3573744, 3573745, 3573746, 3597654]
3597663	[3573791, 3573792, 3573793, 3573794, 3597663]
3597669	[3573824, 3573825, 3573826, 3573827, 3597669]
3597730	[3574233, 3574235, 3574236, 3574237, 3597730]
3597763	[3574488, 3574489, 3574490, 3574491, 3597763]
3597766	[3574494, 3574495, 3574496, 3574497, 3597766]
3597767	[3574501, 3574502, 3574503, 3577984, 3597767]
3597774	[3574544, 3574545, 3574546, 3574547, 3597774]
3597785	[3574886, 3574887, 3574888, 3574890, 3597785]
3597803	[3575025, 3575026, 3575027, 3575028, 3597803]
3597815	[3575172, 3575173, 3575174, 3575175, 3597815]
3597818	[3575183, 3575184, 3575185, 3575186, 3597818]
3597820	[3575201, 3575202, 3575203, 3575204, 3597820]
3597850	[3575336, 3575337, 3575338, 3575339, 3597850]
3597875	[3575571, 3575572, 3575573, 3575574, 3597875]
3597885	[3575641, 3575642, 3575643, 3575644, 3597885]
3597886	[3575663, 3575664, 3575665, 3575666, 3597886]
3597897	[3575767, 3575768, 3575770, 3575771, 3597897]
3597956	[3576392, 3576393, 3576394, 3576395, 3597956]
3597958	[3576399, 3576400, 3576401, 3576402, 3597958]
3597971	[3576536, 3576537, 3576538, 3576539, 3597971]
3598035	[3577947, 3577948, 3577949, 3577950, 3598035]
3598040	[3577980, 3577981, 3577982, 3577983, 3598040]
3598044	[3578055, 3578056, 3578057, 3578059, 3598044]
3598064	[3578315, 3578316, 3578317, 3578318, 3598064]
3598067	[3578325, 3578326, 3578327, 3578328, 3598067]
3598069	[3578357, 3578358, 3578359, 3578360, 3598069]
3598071	[3578364, 3578365, 3578366, 3578367, 3598071]
3598076	[3578387, 3578388, 3578389, 3578390, 3598076]
3598078	[3578394, 3578396, 3578397, 3578398, 3598078]
3598083	[3578421, 3578422, 3578423, 3578424, 3598083]
3598084	[3578426, 3578427, 3578428, 3578429, 3598084]
3598087	[3578437, 3578438, 3578439, 3578440, 3598087]
3598088	[3578442, 3578443, 3578444, 3578445, 3598088]
3598095	[3578459, 3578460, 3578461, 3578462, 3598095]
3598099	[3578479, 3578480, 3578481, 3578482, 3598099]
3598102	[3578490, 3578491, 3578492, 3578493, 3598102]
3598120	[3578534, 3578535, 3578536, 3578537, 3598120]
3598121	[3578538, 3578539, 3578540, 3578541, 3598121]
3598124	[3578548, 3578549, 3578550, 3578551, 3598124]
3598125	[3578555, 3578556, 3578557, 3578558, 3598125]
3598127	[3578564, 3578566, 3578567, 3578568, 3598127]
3598128	[3578570, 3578571, 3578572, 3578573, 3598128]
3598129	[3578574, 3578575, 3578576, 3578577, 3598129]
3598130	[3578580, 3578581, 3578582, 3578583, 3598130]
3598134	[3578592, 3578593, 3578594, 3578595, 3598134]
3598135	[3578598, 3578599, 3578600, 3578601, 3598135]
3598136	[3578605, 3578606, 3578607, 3578608, 3598136]
3598139	[3578613, 3578614, 3578615, 3578616, 3598139]
3598142	[3578623, 3578624, 3578625, 3578626, 3598142]
3598143	[3578632, 3578633, 3578634, 3578635, 3598143]
3598146	[3578641, 3578642, 3578643, 3578644, 3598146]
3598147	[3578647, 3578648, 3578649, 3578650, 3598147]
3598148	[3578658, 3578659, 3578660, 3578661, 3598148]
3598149	[3578662, 3578663, 3578664, 3578665, 3598149]
3598153	[3578678, 3578679, 3578680, 3578681, 3598153]
3598155	[3578687, 3578688, 3578689, 3578690, 3598155]
3598157	[3578714, 3578715, 3578716, 3578717, 3598157]
3598159	[3578720, 3578721, 3578722, 3578723, 3598159]
3598160	[3578724, 3578725, 3578726, 3578727, 3598160]
3598161	[3578728, 3578729, 3578731, 3578732, 3598161]
3598165	[3578748, 3578749, 3578750, 3578751, 3598165]
3598166	[3578752, 3578753, 3578754, 3578755, 3598166]
3598175	[3578837, 3578838, 3578839, 3578840, 3598175]
3598177	[3578847, 3578848, 3578849, 3578850, 3598177]
3598179	[3578854, 3578855, 3578856, 3578857, 3598179]
3598187	[3578877, 3578878, 3578879, 3578880, 3598187]
3598199	[3578917, 3578918, 3578919, 3578920, 3598199]
3598201	[3578930, 3578931, 3578932, 3578933, 3598201]
3598207	[3578948, 3578949, 3578950, 3578951, 3598207]
3598220	[3578989, 3578990, 3578991, 3578993, 3598220]
3598221	[3579000, 3579001, 3579002, 3579003, 3598221]
3598229	[3579030, 3579031, 3579032, 3579033, 3598229]
3598230	[3579038, 3579039, 3579040, 3579041, 3598230]
3598233	[3579052, 3579053, 3579054, 3579055, 3598233]
3598243	[3579083, 3579084, 3579085, 3579086, 3598243]
3598247	[3579096, 3579097, 3579099, 3579100, 3598247]
3598248	[3579101, 3579102, 3579103, 3579104, 3598248]
3598253	[3579114, 3579115, 3579116, 3579117, 3598253]
3598257	[3579126, 3579127, 3579128, 3579129, 3598257]
3598273	[3579189, 3579190, 3579191, 3579192, 3598273]
3598284	[3579216, 3579217, 3579218, 3579219, 3598284]
3598297	[3579264, 3579265, 3579266, 3579267, 3598297]
3598300	[3579277, 3579278, 3579279, 3579280, 3598300]
3598301	[3579281, 3579282, 3579283, 3579284, 3598301]
3598309	[3579300, 3579301, 3579302, 3579303, 3598309]
3598310	[3579305, 3579306, 3579307, 3579308, 3598310]
3598360	[3579887, 3579888, 3579889, 3579890, 3598360]
3598391	[3580481, 3580482, 3580483, 3580484, 3598391]
3598578	[3582797, 3582798, 3582799, 3582800, 3598578]
3598582	[3582931, 3582933, 3582934, 3582935, 3598582]
3598591	[3583029, 3583030, 3583031, 3583032, 3598591]
3598597	[3583080, 3583081, 3583082, 3583083, 3598597]
3598630	[3583231, 3583232, 3583233, 3583234, 3598630]
3598641	[3583289, 3583290, 3583291, 3583292, 3598641]
3598650	[3583320, 3583321, 3583322, 3583323, 3598650]
3598660	[3583365, 3583366, 3583367, 3583368, 3598660]
3598664	[3583383, 3583384, 3583385, 3583386, 3598664]
3598712	[3583897, 3583898, 3583899, 3583900, 3598712]
3598730	[3584394, 3584395, 3584396, 3584397, 3598730]
3598766	[3585068, 3585069, 3585070, 3585071, 3598766]
3598836	[3587206, 3587207, 3587208, 3587209, 3598836]
3598920	[3588959, 3588960, 3588961, 3588962, 3598920]
3598964	[3589321, 3589322, 3589323, 3589325, 3598964]
3599003	[3589851, 3589852, 3589853, 3589854, 3599003]
3599019	[3590283, 3590285, 3590286, 3590287, 3599019]
3599067	[3590675, 3590676, 3590677, 3590739, 3599067]
3999548	[3999540, 3999541, 3999542, 3999544, 3999548]
4050404	[4050367, 4050404, 4346023, 4346801, 4348408]
4063003	[4063003, 4066525, 4066572, 4066594, 4066619, 4066651]
4088495	[4088489, 4088490, 4088491, 4088493, 4088495]
4176596	[4176577, 4176578, 4176579, 4176581, 4176596]
4320986	[4320700, 4320986, 4321186, 4322204, 4322726]
4420028	[4420022, 4420023, 4420024, 4420025, 4420028]
4830635	[4462457, 4462458, 4462459, 4462599, 4830635]
4597356	[4597345, 4597347, 4597348, 4597349, 4597356]
4846001	[4845996, 4846001, 4846007, 4846035, 4846140]
