3298585	2185671	6
996645	2278988	6
1100561	3326816	8
423046	3882649	5
912995	4425634	6
2915180	2864726	9
3401748	2486195	6
2696330	3918844	6
476518	2731868	7
1130431	450059	4
2950741	2164389	5
3457479	237220	5
3252337	341225	6
877888	3557070	5
487436	2458645	7
2054120	159888	4
925966	1228410	4
2839138	3259435	10
772638	2748341	6
2324403	422893	6
3190092	242823	6
3470929	943252	7
3375846	2450523	7
3439880	1563029	6
3695678	543159	5
1581695	858802	5
676695	2801745	5
2606106	2914759	7
1390311	722370	6
2689824	4464105	7
1019965	2750557	6
2904322	498215	5
2588801	1661152	6
2692914	999990	8
3168563	2073056	6
3599465	3615767	6
3051633	1056326	7
2652566	1160538	8
1977559	4385161	5
3508956	2309975	7
4587999	724920	5
2637481	360184	5
3161247	771897	6
4942334	3164649	7
486565	18184	5
909411	1860837	5
3663641	737143	6
441578	2462623	7
2173778	494442	6
2549965	3914875	8
232419	3215560	7
4368738	2984845	8
3526366	3220840	7
3523942	2424926	9
2320490	429410	7
4408162	2986917	5
2236115	1187617	7
2577931	149960	6
3272848	1916378	6
789047	1735963	7
2555009	1310958	6
3225391	2248823	5
3325112	2292941	6
3442835	2554079	5
1942430	1828977	5
3165879	418607	6
3152235	713755	6
3637817	3521900	8
3934905	1917519	5
4812656	2992510	6
2868658	643139	6
4566107	2275488	6
4352632	1623547	5
276259	853860	6
15478	1587368	5
1740168	4787107	6
3403391	4551620	6
2895913	4440311	6
131579	406189	6
3398772	3867295	7
1493032	758789	5
4424902	952664	6
2410537	742365	6
991617	320364	6
2930598	3245056	9
3205909	2784977	6
2642382	1106245	5
895697	257886	4
3545675	2603898	6
3430204	4592990	7
315557	199452	6
4349342	2603764	8
2667701	372360	6
39306	111524	5
3480027	691634	6
2466004	1051554	5
4738690	1698365	5
398859	2650783	9
3514033	545089	7
395687	3749063	7
