1839758	428678	6
3223299	2748986	8
1952830	3735363	8
1800791	1568609	5
2946269	3077200	8
4093040	448971	7
3726378	2067243	7
4729485	923493	7
3605549	3173856	8
3320051	3807169	6
429936	3051490	6
2904061	2686068	8
2888498	4092416	6
3343697	1452848	8
2753731	1115874	6
626900	459396	5
3686969	3372394	6
1860665	1349260	6
2079148	234109	5
1911682	4336517	6
3849729	4921619	5
35016	2492852	9
117195	1826736	5
3336862	3141976	9
2569983	958551	6
3334670	254339	6
973640	1206103	6
3545893	1488615	8
3233082	109111	6
408523	1251135	5
2493075	2646720	8
3848962	2333366	8
27761	1338094	5
3433792	3215895	7
2568298	1036188	8
1001638	2452408	7
137807	2886352	5
2303633	2909306	5
2089813	180461	5
2602328	717564	6
2620193	2308951	6
3651164	239350	7
3318205	3905433	7
3652185	3074474	9
1961870	1384097	5
2621234	2455197	10
163340	3927929	8
1362506	3496327	8
3042318	1047642	6
3925360	199000	5
3894816	3324810	8
2931549	109332	5
2458428	4611953	6
3712234	2404178	9
1014997	905743	5
981366	1816276	6
1903425	4565995	4
1445189	1037944	7
56893	2161493	5
1050497	3223264	6
405599	365655	5
920800	4066327	7
425804	4072232	5
4374995	2085696	6
3698478	104725	6
4342340	1728602	5
3210744	724521	7
3461195	3685877	8
4914796	4042309	5
3181045	3915219	8
3320735	2423135	9
411815	2405554	9
4340053	4010511	6
552110	3193155	8
3408951	3531719	10
984957	1296893	5
2532907	1538153	7
1349159	3896609	7
94200	3524513	9
4934704	950015	7
16345	1708631	5
3284453	458892	7
3137222	2795181	7
2238150	1696454	7
1132581	1964075	4
3189834	2640608	8
594667	2756158	8
1547734	2695431	7
39730	3429169	5
1235542	4428835	6
99915	2582791	9
473609	1461297	5
2733584	2229329	5
2958714	3497715	7
2950299	1982329	7
2457315	2331338	7
1280272	3730113	8
4801259	48571	5
4430512	914487	5
1501534	250527	6
