3471683	3195067	7
4431107	3077029	6
2962574	1672749	6
1175384	3934804	9
3748141	3069220	7
346456	1117362	5
3226789	2867515	7
3532087	3324984	7
1689224	3465179	7
3546736	1984458	7
3436727	598604	6
1776904	4060317	6
1837258	3010514	7
2442098	4399399	7
78391	1370150	5
1423191	414825	5
3916596	450533	7
3133600	89783	6
3316878	2900048	7
4402972	912574	8
2424327	396241	6
745315	3946930	8
342790	427072	8
2665950	2941699	7
3721858	3895964	8
3632185	4089215	6
685221	4333548	5
1640424	1991027	7
2859777	4756918	6
459354	4838190	6
2244957	1888935	6
3410895	2874609	7
2178578	900933	7
2225164	1622090	6
3714459	459854	7
4554905	3955069	5
1981299	452282	6
944869	3738522	7
3223385	22227	6
1259816	59210	5
2222452	1953785	7
3378572	1011295	6
2582818	412538	7
3261310	2249288	6
3467227	1761894	6
1663518	2073325	9
4423503	1025229	7
3533136	1651270	5
1691525	86813	5
3685957	2771920	6
9439	758632	5
3932238	1093705	6
2034384	2540516	10
4344341	4836207	6
3317585	315945	5
3748246	1085609	6
2063418	4563994	6
3569256	2548016	6
509217	361067	5
3395948	3516266	6
1252218	473607	6
2939762	1010213	8
746764	989743	9
2597283	1133587	6
3663793	1990494	8
1965513	3170688	9
4403685	1444337	6
476417	4594466	6
3478575	4932040	6
281825	1419331	6
2955951	1358988	6
3365979	3824019	7
1669964	1020694	8
3311944	4751917	7
58176	4045390	5
1853095	633724	6
3724260	3951381	5
2919177	311811	5
520925	2644801	7
2789369	2255065	5
3380931	1408560	6
2824086	736671	5
2222215	1701096	7
3157638	237826	7
1296007	2160954	5
2271500	2636248	8
3242716	1902789	6
1785529	178438	5
655761	169116	6
923788	3324368	8
1774498	1012866	7
3420806	3160859	8
3240064	3338138	7
3240458	4412911	7
3420275	773777	7
164757	4378204	6
996799	467815	7
3134205	1047515	8
3708260	934413	6
