2272065	2535291	7
2295738	514392	5
517332	928928	6
875868	3259837	8
2225024	961749	6
429654	3366497	9
3399568	4811173	8
2603650	1543822	6
3921561	1650207	6
3156611	1447387	7
3184121	1586368	7
2467268	1692063	6
1575317	3288154	8
4104007	3979190	5
1225646	3067428	8
4744853	12048	5
1681767	3157002	8
958417	4780477	5
66506	4726652	6
3351992	3265656	8
1736164	2695391	8
600722	270590	5
3493594	2468123	5
3266428	1976709	6
3220648	3941947	7
1438201	3483307	8
1150576	1010998	7
3456310	631043	5
1670083	331477	7
1781036	1279463	5
3512195	1107714	8
2934540	3075059	7
3598071	3526218	6
3241573	3275373	7
1842021	296489	5
3158407	1191669	7
2568598	62041	5
2891871	479634	7
452190	1759627	6
3533819	1523700	5
314984	4008260	7
2888172	1633142	6
499446	856655	5
2062234	602802	5
975257	1365057	6
4375120	1788420	7
2952556	2415548	6
2093623	261432	8
421528	1394365	7
495855	2582261	10
3067800	3929054	7
1831574	4742576	6
3071938	1008056	6
329375	2855862	5
3806866	3166410	10
491397	2665253	9
3670605	2498530	5
3277670	1352256	6
3372852	4119029	6
3530221	1455169	7
1317976	471942	8
3488800	1947025	5
2592785	4178414	6
37405	2023659	6
2452112	119452	5
2637090	646462	7
2164069	484267	6
3491253	1024652	6
526007	3143112	7
3257594	3708803	6
1743182	1153968	6
817169	3789162	6
3639924	1153073	7
3228558	2447209	8
699139	3316284	11
1616012	2312503	7
3346874	839632	6
3630710	97336	5
576114	3069944	9
3245847	631199	8
3073298	20352	6
2604976	3482485	8
4846958	4318161	6
3509678	230219	5
3229416	2084939	7
2689181	2479717	5
601897	4929837	6
2432242	49476	6
267317	637802	4
1557404	319227	7
460780	345712	5
2434781	2426205	7
452494	2248246	6
4572150	1946913	4
4261522	3552131	7
3729535	1208331	6
4911486	2323775	6
879228	1854275	6
788449	3298386	6
4933273	2888484	7
