4425531	3942682	8
1352239	4836017	7
1965213	909356	8
3831099	2020091	6
1203075	222750	5
3380037	3481773	7
2670531	1836378	5
2333506	2772450	6
3834014	2989601	7
3457668	2104490	5
3345412	1272892	7
4099266	2496084	6
1623695	2247275	6
3408850	2442664	6
3336104	2885657	6
1274201	2666467	7
3566423	3220536	7
216836	2709359	5
2937031	4086843	5
3336130	1437599	4
4260151	3488652	8
1188670	4835550	7
4827074	1382702	6
3969915	1302115	6
2638341	3536980	8
2763150	94351	6
3456594	1807198	6
3441661	1493706	7
3418274	2429472	5
3382889	4583120	7
3524212	2372223	6
4838682	3049540	7
775402	1319309	6
3422236	1236386	6
389579	3738832	6
3357797	3792049	6
71183	3920714	8
2444722	2997282	7
2733788	4043805	6
464438	3271968	8
2952919	3533261	7
421959	476323	7
1661814	2517292	5
429016	356402	5
157634	2215278	8
3922731	3021510	5
4914134	3693488	6
1985602	2069786	6
3555955	3166505	9
2484305	13712	6
2560331	3617862	5
3323923	3149514	6
1307178	4388921	8
581700	2473475	7
103066	3459770	6
2748845	3943282	6
566352	2967327	6
3716117	1242230	6
2753468	3325890	8
1735499	262226	4
3320999	4749190	7
2641924	3802134	6
20634	1553078	6
3570052	3066540	7
3643880	1215352	7
1917527	3406090	6
2150317	860762	6
2674045	2585305	7
3949025	2872389	6
2975361	4261433	7
618110	1151018	6
2898680	3493644	9
4144193	418812	6
3200206	2205568	7
3430511	104238	5
2613394	3066324	7
2857191	1274796	5
727783	4038786	6
273171	2455118	8
339554	1068193	6
1973642	1861446	6
2816897	4730685	5
977578	2530960	9
3387250	3937244	6
2165763	3876578	6
3343800	1362269	6
3825817	372222	6
2444923	1944780	6
2952010	2311397	7
1683775	15068	5
1319665	1960398	6
3243499	2207749	7
36479	1585682	6
3505214	1196343	6
3380484	359991	6
3265911	1807726	5
2932319	3503248	6
525060	3921728	8
4340363	1980685	6
384884	313993	5
